y_pred	y_true	y_cell	y_drug
0.8451846837997437	0.8464	ACH-000006	CRIZOTINIB
0.7938687205314636	0.669433	ACH-000006	GSK690693
0.7898252010345459	0.9007809999999999	ACH-000006	NVP-BEZ235
0.9773718118667603	0.977434	ACH-000006	PODOPHYLLOTOXIN
0.9467639327049255	0.979376	ACH-000006	SCH772984
0.9625687599182129	0.9500649999999999	ACH-000006	PICOLINICI-ACID
0.8180720806121826	0.758679	ACH-000006	DOCETAXEL
0.6025667786598206	0.622253	ACH-000006	ZSTK-474
0.6477918028831482	0.786729	ACH-000006	SORAFENIB
0.9606170058250427	0.8188310000000001	ACH-000006	CANERTINIB
0.42576488852500916	0.46576000000000006	ACH-000006	AZ960
0.9325266480445862	0.969292	ACH-000006	GSK591
0.6888129711151123	0.7444029999999999	ACH-000006	OBATOCLAX
0.5402354001998901	0.587823	ACH-000006	PFI-1
0.9381672143936157	0.8071189999999999	ACH-000006	TPCA-1
0.5786221623420715	0.55118	ACH-000006	CP466722
0.4960833191871643	0.649373	ACH-000006	NILOTINIB
0.6925848126411438	0.633933	ACH-000006	(5Z)-7-OXOZEAENOL
0.9611659049987793	0.943643	ACH-000006	SUNITINIB
0.6231144070625305	0.176396	ACH-000006	JW-7-24-1
0.9214284420013428	0.798329	ACH-000006	TOPOTECAN
0.878688395023346	0.8560620000000001	ACH-000006	PONATINIB
0.965235710144043	0.969943	ACH-000006	PFI-3
0.953477680683136	0.958657	ACH-000006	MIDOSTAURIN
0.9605944752693176	0.878677	ACH-000006	TENOVIN-6
0.9703704714775085	0.9711860000000001	ACH-000006	DAPORINAD
0.692114531993866	0.930733	ACH-000006	VENOTOCLAX
0.9649882316589355	0.962793	ACH-000006	EHT-1864
0.7688276767730713	0.53361	ACH-000006	S-TRITYL-L-CYSTEINE
0.9734752774238586	0.932659	ACH-000006	BVD-523
0.9471341967582703	0.869133	ACH-000006	SN-38
0.6417503952980042	0.651664	ACH-000006	TIPIFARNIB
0.4487931430339813	0.42308	ACH-000006	CETUXIMAB
0.9576548337936401	0.923566	ACH-000006	TANESPIMYCIN
0.6228920221328735	0.047242	ACH-000006	ABT-737
0.9584953188896179	0.9079450000000001	ACH-000006	CYCLOPAMINE
0.7244697213172913	0.8911	ACH-000006	TENIPOSIDE
0.9530251026153564	0.963533	ACH-000006	XAV-939
0.9139389395713806	0.70821	ACH-000006	AT-7519
0.9760438799858093	0.988167	ACH-000006	MPS-1-IN-1
0.7113614678382874	0.660181	ACH-000006	BMS-345541
0.9427993297576904	0.9602620000000001	ACH-000006	SB-525334
0.6083168387413025	0.28020100000000003	ACH-000006	KOBE2602
0.6449244022369385	0.602075	ACH-000006	CAP-232, TT-232, TLN-232
0.9563506245613098	0.981678	ACH-000006	ROSCOVITINE
0.3571102023124695	0.389405	ACH-000006	JNJ-38877605
0.5642860531806946	0.46540600000000004	ACH-000006	EX-527
0.9577945470809937	0.9598760000000001	ACH-000006	QL-XII-47
0.8133652806282043	0.518748	ACH-000006	TEMSIROLIMUS
0.5230703949928284	0.406048	ACH-000006	KRAS (G12C) INHIBITOR-12
0.9633777141571045	0.975992	ACH-000006	TALAZOPARIB
0.8281326293945312	0.8067489999999999	ACH-000006	IRINOTECAN
0.9308675527572632	0.912041	ACH-000006	VORINOSTAT
0.9660601019859314	0.9754510000000001	ACH-000006	SALUBRINAL
0.7321916222572327	0.731089	ACH-000006	CYCLOPHOSPHAMIDE
0.959474503993988	0.908597	ACH-000006	AR-42
0.950339138507843	0.936582	ACH-000006	BI-2536
0.9683316349983215	0.975943	ACH-000006	AZD3759
0.41193124651908875	0.677884	ACH-000006	FORETINIB
0.9646204710006714	0.979776	ACH-000006	SHIKONIN
0.9396252036094666	0.983549	ACH-000006	I-BET-762
0.8428429961204529	0.725659	ACH-000006	BAM7
0.7018157243728638	0.725896	ACH-000006	PARTHENOLIDE
0.6621803045272827	0.894592	ACH-000006	MASITINIB
0.7997474670410156	0.719978	ACH-000006	ETOPOSIDE
0.6323699355125427	0.39873800000000004	ACH-000006	PANOBINOSTAT
0.942122220993042	0.9555879999999999	ACH-000006	SAVOLITINIB
0.4552365839481354	0.206621	ACH-000006	QS-11
0.9343829154968262	0.922449	ACH-000006	MOTESANIB
0.9578973650932312	0.976382	ACH-000006	TOZASERTIB
0.9442892670631409	0.8184939999999999	ACH-000006	TAK-715
0.9392712712287903	0.778057	ACH-000006	AZD8186
0.8483214378356934	0.9224	ACH-000006	ZIBOTENTAN
0.9113665819168091	0.788618	ACH-000006	DACTINOMYCIN
0.9010335206985474	0.8657819999999999	ACH-000006	UNC1215
0.33436155319213867	0.336323	ACH-000006	ARA-G
0.9065512418746948	0.898748	ACH-000006	GW-441756
0.9021832942962646	0.863032	ACH-000006	LCL-161
0.8946564793586731	0.9614940000000001	ACH-000006	GSK1059615
0.961724042892456	0.9922129999999999	ACH-000006	GW-843682X
0.7930667400360107	0.861648	ACH-000006	PILARALISIB
0.7422677278518677	0.78173	ACH-000006	QL-VIII-58
0.7686073780059814	0.737892	ACH-000006	VNLG/124
0.8545777201652527	0.680948	ACH-000006	NELARABINE
0.871009349822998	0.880601	ACH-000006	BMS-536924
0.6188824772834778	0.7210449999999999	ACH-000006	SB-216763
0.9328757524490356	0.9605290000000001	ACH-000006	LEFLUNOMIDE
0.645524263381958	0.7463609999999999	ACH-000006	ENTINOSTAT
0.9612482190132141	0.9592370000000001	ACH-000006	AT7867
0.6217626333236694	0.266177	ACH-000006	TASELISIB
0.9657496809959412	0.920214	ACH-000006	WEHI-539
0.9470568895339966	0.935634	ACH-000006	LJI308
0.9500008225440979	0.9265959999999999	ACH-000006	APABETALONE
0.9654122591018677	0.295254	ACH-000006	BLEOMYCIN
0.9129793047904968	0.9366110000000001	ACH-000006	BAY-61-3606
0.9689081907272339	0.9604530000000001	ACH-000006	GSK269962
0.7911072969436646	0.765594	ACH-000006	DMOG
0.9527040719985962	0.89684	ACH-000006	C-75
0.882503867149353	0.4792939999999999	ACH-000006	HG-5-113-01
0.7715657353401184	0.870064	ACH-000006	AS605240
0.8925623297691345	0.664805	ACH-000006	APITOLISIB
0.9024868011474609	0.9759469999999999	ACH-000006	YM-155
0.9759448170661926	0.984841	ACH-000006	OTX015
