y_pred	y_true	y_cell	y_drug
0.8201703429222107	0.8464	ACH-000006	CRIZOTINIB
0.7606284022331238	0.669433	ACH-000006	GSK690693
0.8063786625862122	0.900781	ACH-000006	NVP-BEZ235
0.9407283067703247	0.977434	ACH-000006	PODOPHYLLOTOXIN
0.913408100605011	0.979376	ACH-000006	SCH772984
0.9096117615699768	0.950065	ACH-000006	PICOLINICI-ACID
0.7613158822059631	0.758679	ACH-000006	DOCETAXEL
0.5782584547996521	0.622253	ACH-000006	ZSTK-474
0.6051926016807556	0.786729	ACH-000006	SORAFENIB
0.9199867248535156	0.8188310000000001	ACH-000006	CANERTINIB
0.38351917266845703	0.46576	ACH-000006	AZ960
0.9058294892311096	0.969292	ACH-000006	GSK591
0.7186577320098877	0.7444029999999999	ACH-000006	OBATOCLAX
0.5197216272354126	0.587823	ACH-000006	PFI-1
0.8928825855255127	0.8071189999999999	ACH-000006	TPCA-1
0.5659540295600891	0.55118	ACH-000006	CP466722
0.49045494198799133	0.649373	ACH-000006	NILOTINIB
0.6690192818641663	0.633933	ACH-000006	(5Z)-7-OXOZEAENOL
0.9449409246444702	0.943643	ACH-000006	SUNITINIB
0.5993278622627258	0.176396	ACH-000006	JW-7-24-1
0.8846709132194519	0.798329	ACH-000006	TOPOTECAN
0.7832931280136108	0.8560620000000001	ACH-000006	PONATINIB
0.9393765926361084	0.969943	ACH-000006	PFI-3
0.9459421038627625	0.958657	ACH-000006	MIDOSTAURIN
0.9227001070976257	0.878677	ACH-000006	TENOVIN-6
0.9438249468803406	0.971186	ACH-000006	DAPORINAD
0.6873891949653625	0.930733	ACH-000006	VENOTOCLAX
0.9376135468482971	0.962793	ACH-000006	EHT-1864
0.7344392538070679	0.53361	ACH-000006	S-TRITYL-L-CYSTEINE
0.9378834366798401	0.932659	ACH-000006	BVD-523
0.9294906854629517	0.869133	ACH-000006	SN-38
0.578758955001831	0.651664	ACH-000006	TIPIFARNIB
0.4090791642665863	0.42308	ACH-000006	CETUXIMAB
0.9566653966903687	0.923566	ACH-000006	TANESPIMYCIN
0.6148281097412109	0.047242	ACH-000006	ABT-737
0.9480671286582947	0.907945	ACH-000006	CYCLOPAMINE
0.6968339085578918	0.8911	ACH-000006	TENIPOSIDE
0.9219909310340881	0.963533	ACH-000006	XAV-939
0.8372833728790283	0.70821	ACH-000006	AT-7519
0.9416868090629578	0.988167	ACH-000006	MPS-1-IN-1
0.6908260583877563	0.660181	ACH-000006	BMS-345541
0.9252284169197083	0.960262	ACH-000006	SB-525334
0.4591987133026123	0.280201	ACH-000006	KOBE2602
0.590499758720398	0.602075	ACH-000006	CAP-232, TT-232, TLN-232
0.9487516283988953	0.981678	ACH-000006	ROSCOVITINE
0.3356367349624634	0.389405	ACH-000006	JNJ-38877605
0.571722149848938	0.465406	ACH-000006	EX-527
0.9360156655311584	0.959876	ACH-000006	QL-XII-47
0.7567971348762512	0.518748	ACH-000006	TEMSIROLIMUS
0.5111746788024902	0.406048	ACH-000006	KRAS (G12C) INHIBITOR-12
0.9441066384315491	0.975992	ACH-000006	TALAZOPARIB
0.7525875568389893	0.8067489999999999	ACH-000006	IRINOTECAN
0.8632040619850159	0.912041	ACH-000006	VORINOSTAT
0.9396215081214905	0.975451	ACH-000006	SALUBRINAL
0.7688564658164978	0.731089	ACH-000006	CYCLOPHOSPHAMIDE
0.9114604592323303	0.908597	ACH-000006	AR-42
0.8868979811668396	0.936582	ACH-000006	BI-2536
0.9119768142700195	0.975943	ACH-000006	AZD3759
0.40323126316070557	0.677884	ACH-000006	FORETINIB
0.9476907253265381	0.979776	ACH-000006	SHIKONIN
0.9110157489776611	0.983549	ACH-000006	I-BET-762
0.8106079697608948	0.725659	ACH-000006	BAM7
0.7379672527313232	0.725896	ACH-000006	PARTHENOLIDE
0.6971721649169922	0.894592	ACH-000006	MASITINIB
0.7521527409553528	0.719978	ACH-000006	ETOPOSIDE
0.5931745767593384	0.398738	ACH-000006	PANOBINOSTAT
0.9404023289680481	0.955588	ACH-000006	SAVOLITINIB
0.5184867978096008	0.206621	ACH-000006	QS-11
0.8824666738510132	0.922449	ACH-000006	MOTESANIB
0.9482574462890625	0.976382	ACH-000006	TOZASERTIB
0.8790631294250488	0.8184939999999999	ACH-000006	TAK-715
0.9125231504440308	0.778057	ACH-000006	AZD8186
0.8801905512809753	0.9224	ACH-000006	ZIBOTENTAN
0.8724793195724487	0.788618	ACH-000006	DACTINOMYCIN
0.7849642634391785	0.8657819999999999	ACH-000006	UNC1215
0.36488083004951477	0.336323	ACH-000006	ARA-G
0.8640093207359314	0.898748	ACH-000006	GW-441756
0.8651602864265442	0.863032	ACH-000006	LCL-161
0.8077221512794495	0.961494	ACH-000006	GSK1059615
0.9379494190216064	0.992213	ACH-000006	GW-843682X
0.715110719203949	0.861648	ACH-000006	PILARALISIB
0.7106677293777466	0.78173	ACH-000006	QL-VIII-58
0.7912556529045105	0.737892	ACH-000006	VNLG/124
0.8167922496795654	0.680948	ACH-000006	NELARABINE
0.85050368309021	0.880601	ACH-000006	BMS-536924
0.6210066080093384	0.7210449999999999	ACH-000006	SB-216763
0.7515971064567566	0.960529	ACH-000006	LEFLUNOMIDE
0.596660315990448	0.7463609999999999	ACH-000006	ENTINOSTAT
0.9454619288444519	0.959237	ACH-000006	AT7867
0.548164963722229	0.266177	ACH-000006	TASELISIB
0.9469875693321228	0.920214	ACH-000006	WEHI-539
0.9244075417518616	0.935634	ACH-000006	LJI308
0.9074594378471375	0.926596	ACH-000006	APABETALONE
0.9514784812927246	0.295254	ACH-000006	BLEOMYCIN
0.8809857964515686	0.936611	ACH-000006	BAY-61-3606
0.9270794987678528	0.960453	ACH-000006	GSK269962
0.715211808681488	0.765594	ACH-000006	DMOG
0.9279582500457764	0.89684	ACH-000006	C-75
0.766986608505249	0.4792939999999999	ACH-000006	HG-5-113-01
0.7110516428947449	0.870064	ACH-000006	AS605240
0.8094186782836914	0.664805	ACH-000006	APITOLISIB
0.8751139640808105	0.975947	ACH-000006	YM-155
0.9460285902023315	0.984841	ACH-000006	OTX015
0.8140190243721008	0.6127060000000001	ACH-000006	JNK INHIBITOR VIII
0.2950618267059326	0.2194739999999999	ACH-000006	YM-201636
0.5906213521957397	0.542986	ACH-000006	IDELALISIB
0.7999061346054077	0.574685	ACH-000006	RIBOCICLIB
0.8170890212059021	0.726163	ACH-000006	APR-246
0.9443724155426025	0.978235	ACH-000006	TRAMETINIB
0.7810089588165283	0.811333	ACH-000006	ALVOCIDIB
0.6615685820579529	0.861232	ACH-000006	MIRIN
0.6558024287223816	0.197393	ACH-000006	PI-103
0.6854721307754517	0.320411	ACH-000006	VOXTALISIB
0.5081033706665039	0.793313	ACH-000006	FR-180204
0.882260799407959	0.974113	ACH-000006	ETP-45835
0.837791919708252	0.8746790000000001	ACH-000006	TW-37
0.8755924105644226	0.919972	ACH-000006	FTI-277
0.6733704805374146	0.779612	ACH-000006	NVP-ADW742
0.588390052318573	0.297701	ACH-000006	ENZASTAURIN
0.9083763957023621	0.980227	ACH-000006	NVP-TAE684
0.895763099193573	0.964543	ACH-000006	FULVESTRANT
0.6847659945487976	0.8922209999999999	ACH-000006	WH-4-023
0.7939572930335999	0.790196	ACH-000006	AZD7762
0.9426191449165344	0.986823	ACH-000006	KIN001-244
0.9266780018806458	0.95315	ACH-000006	QL-X-138
0.8181858658790588	0.740995	ACH-000006	AFATINIB
0.8223678469657898	0.7477060000000001	ACH-000006	BICALUTAMIDE
0.7082014083862305	0.704203	ACH-000006	METAP2 INHIBITOR, A832234
0.5741584300994873	0.0567929999999999	ACH-000006	LINSITINIB
0.6292552351951599	0.647455	ACH-000006	VISMODEGIB
0.8547478318214417	0.695995	ACH-000006	FTY-720
0.8892452716827393	0.964677	ACH-000006	5-FLUOROURACIL
0.9375477433204651	0.936944	ACH-000006	BELINOSTAT
0.6891348361968994	0.616197	ACH-000006	PEVONEDISTAT
0.786632776260376	0.748696	ACH-000006	P22077
0.34785133600234985	0.390396	ACH-000006	PAZOPANIB
0.9069142937660217	0.8692840000000001	ACH-000006	BUPARLISIB
0.6195901036262512	0.742058	ACH-000006	SELUMETINIB
0.9468565583229065	0.971261	ACH-000006	OXALIPLATIN
0.9411500692367554	0.944716	ACH-000006	ALPELISIB
0.870032548904419	0.741392	ACH-000006	TAMOXIFEN
0.46004608273506165	0.287898	ACH-000006	AT13148
0.36330705881118774	0.496063	ACH-000006	CAY10566
0.6144357323646545	0.749282	ACH-000006	LIMK1 INHIBITOR BMS4
0.7926245331764221	0.827889	ACH-000006	ERLOTINIB
0.5620439052581787	0.142424	ACH-000006	ACY-1215
0.5993278622627258	0.176396	ACH-000006	JW-7-24-1
0.8204971551895142	0.571569	ACH-000006	KIN001-260
0.727162778377533	0.581729	ACH-000006	NSC-87877
0.6603224873542786	0.585938	ACH-000006	GNE-317
0.8133609294891357	0.95851	ACH-000006	NAVITOCLAX
0.9299326539039612	0.935574	ACH-000006	PLX-4720
0.6316015720367432	0.600428	ACH-000006	ERK5-IN-1
0.577022910118103	0.596056	ACH-000006	TGX-221
0.7804213166236877	0.690723	ACH-000006	DASATINIB
0.8926944732666016	0.966863	ACH-000006	ZM-447439
0.9241660237312317	0.938056	ACH-000006	CGP-082996
0.7669842839241028	0.652058	ACH-000006	UPROSERTIB
0.6880927681922913	0.476417	ACH-000006	DORAMAPIMOD
0.9354350566864014	0.958748	ACH-000006	AST-1306
0.735478401184082	0.844209	ACH-000006	WIKI4
0.9181693196296692	0.972421	ACH-000006	OLAPARIB
