y_pred	y_true	y_cell	y_drug
0.8058251142501831	0.8464	ACH-000006	CRIZOTINIB
0.7375365495681763	0.669433	ACH-000006	GSK690693
0.8414808511734009	0.900781	ACH-000006	NVP-BEZ235
0.9456038475036621	0.977434	ACH-000006	PODOPHYLLOTOXIN
0.9316341876983643	0.979376	ACH-000006	SCH772984
0.9213324785232544	0.950065	ACH-000006	PICOLINICI-ACID
0.8657746315002441	0.758679	ACH-000006	DOCETAXEL
0.5499200820922852	0.622253	ACH-000006	ZSTK-474
0.6539086103439331	0.786729	ACH-000006	SORAFENIB
0.9230855703353882	0.8188310000000001	ACH-000006	CANERTINIB
0.397938996553421	0.46576	ACH-000006	AZ960
0.9100532531738281	0.969292	ACH-000006	GSK591
0.7334072589874268	0.7444029999999999	ACH-000006	OBATOCLAX
0.5254886150360107	0.587823	ACH-000006	PFI-1
0.9169886112213135	0.8071189999999999	ACH-000006	TPCA-1
0.5433183312416077	0.55118	ACH-000006	CP466722
0.514030933380127	0.649373	ACH-000006	NILOTINIB
0.6783698797225952	0.633933	ACH-000006	(5Z)-7-OXOZEAENOL
0.9353340864181519	0.943643	ACH-000006	SUNITINIB
0.5986961126327515	0.176396	ACH-000006	JW-7-24-1
0.868667483329773	0.798329	ACH-000006	TOPOTECAN
0.7776931524276733	0.8560620000000001	ACH-000006	PONATINIB
0.9509059190750122	0.969943	ACH-000006	PFI-3
0.9318069219589233	0.958657	ACH-000006	MIDOSTAURIN
0.9209438562393188	0.878677	ACH-000006	TENOVIN-6
0.9267282485961914	0.971186	ACH-000006	DAPORINAD
0.7088901996612549	0.930733	ACH-000006	VENOTOCLAX
0.9193252325057983	0.962793	ACH-000006	EHT-1864
0.7325531244277954	0.53361	ACH-000006	S-TRITYL-L-CYSTEINE
0.9310568571090698	0.932659	ACH-000006	BVD-523
0.9300780296325684	0.869133	ACH-000006	SN-38
0.5702205896377563	0.651664	ACH-000006	TIPIFARNIB
0.47785988450050354	0.42308	ACH-000006	CETUXIMAB
0.9344490766525269	0.923566	ACH-000006	TANESPIMYCIN
0.5847209692001343	0.047242	ACH-000006	ABT-737
0.9402972459793091	0.907945	ACH-000006	CYCLOPAMINE
0.7035831212997437	0.8911	ACH-000006	TENIPOSIDE
0.9172565937042236	0.963533	ACH-000006	XAV-939
0.782342791557312	0.70821	ACH-000006	AT-7519
0.9319907426834106	0.988167	ACH-000006	MPS-1-IN-1
0.6889115571975708	0.660181	ACH-000006	BMS-345541
0.9164080619812012	0.960262	ACH-000006	SB-525334
