y_pred	y_true	y_cell	y_drug
0.8697664141654968	0.8464	ACH-000006	CRIZOTINIB
0.8622552752494812	0.669433	ACH-000006	GSK690693
0.8455873727798462	0.9007809999999999	ACH-000006	NVP-BEZ235
0.9504357576370239	0.977434	ACH-000006	PODOPHYLLOTOXIN
0.9537293314933777	0.979376	ACH-000006	SCH772984
0.9496021866798401	0.9500649999999999	ACH-000006	PICOLINICI-ACID
0.9166249632835388	0.758679	ACH-000006	DOCETAXEL
0.6086668372154236	0.622253	ACH-000006	ZSTK-474
0.7793768644332886	0.786729	ACH-000006	SORAFENIB
0.9188404083251953	0.8188310000000001	ACH-000006	CANERTINIB
0.508526623249054	0.46576000000000006	ACH-000006	AZ960
0.9136993885040283	0.969292	ACH-000006	GSK591
0.857947587966919	0.7444029999999999	ACH-000006	OBATOCLAX
0.6069464087486267	0.587823	ACH-000006	PFI-1
0.921920657157898	0.8071189999999999	ACH-000006	TPCA-1
0.6969614028930664	0.55118	ACH-000006	CP466722
0.4666832685470581	0.649373	ACH-000006	NILOTINIB
0.7603302001953125	0.633933	ACH-000006	(5Z)-7-OXOZEAENOL
0.9523192048072815	0.943643	ACH-000006	SUNITINIB
0.5919961929321289	0.176396	ACH-000006	JW-7-24-1
0.9153300523757935	0.798329	ACH-000006	TOPOTECAN
0.871924877166748	0.8560620000000001	ACH-000006	PONATINIB
0.9485713839530945	0.969943	ACH-000006	PFI-3
0.9305081963539124	0.958657	ACH-000006	MIDOSTAURIN
0.9499248266220093	0.878677	ACH-000006	TENOVIN-6
0.9471817016601562	0.9711860000000001	ACH-000006	DAPORINAD
0.9408870339393616	0.930733	ACH-000006	VENOTOCLAX
0.9499287009239197	0.962793	ACH-000006	EHT-1864
0.8215017318725586	0.53361	ACH-000006	S-TRITYL-L-CYSTEINE
0.9596465826034546	0.932659	ACH-000006	BVD-523
0.9244855642318726	0.869133	ACH-000006	SN-38
0.6252763271331787	0.651664	ACH-000006	TIPIFARNIB
0.48909541964530945	0.42308	ACH-000006	CETUXIMAB
0.9512573480606079	0.923566	ACH-000006	TANESPIMYCIN
0.7023820281028748	0.047242	ACH-000006	ABT-737
0.9437196850776672	0.9079450000000001	ACH-000006	CYCLOPAMINE
0.7605525851249695	0.8911	ACH-000006	TENIPOSIDE
0.949341356754303	0.963533	ACH-000006	XAV-939
0.87389075756073	0.70821	ACH-000006	AT-7519
0.9439234733581543	0.988167	ACH-000006	MPS-1-IN-1
0.7898622751235962	0.660181	ACH-000006	BMS-345541
0.9359216094017029	0.9602620000000001	ACH-000006	SB-525334
0.6447384357452393	0.28020100000000003	ACH-000006	KOBE2602
0.6619222164154053	0.602075	ACH-000006	CAP-232, TT-232, TLN-232
0.9543413519859314	0.981678	ACH-000006	ROSCOVITINE
0.40264734625816345	0.389405	ACH-000006	JNJ-38877605
0.7695221900939941	0.46540600000000004	ACH-000006	EX-527
0.9386875033378601	0.9598760000000001	ACH-000006	QL-XII-47
0.8235214352607727	0.518748	ACH-000006	TEMSIROLIMUS
0.6102423667907715	0.406048	ACH-000006	KRAS (G12C) INHIBITOR-12
0.9572092294692993	0.975992	ACH-000006	TALAZOPARIB
0.8734328746795654	0.8067489999999999	ACH-000006	IRINOTECAN
0.9407519102096558	0.912041	ACH-000006	VORINOSTAT
0.9336931705474854	0.9754510000000001	ACH-000006	SALUBRINAL
0.891920268535614	0.731089	ACH-000006	CYCLOPHOSPHAMIDE
0.933722734451294	0.908597	ACH-000006	AR-42
0.9075019359588623	0.936582	ACH-000006	BI-2536
0.9488973021507263	0.975943	ACH-000006	AZD3759
0.40135011076927185	0.677884	ACH-000006	FORETINIB
0.9555628299713135	0.979776	ACH-000006	SHIKONIN
0.9340763688087463	0.983549	ACH-000006	I-BET-762
0.8543510437011719	0.725659	ACH-000006	BAM7
0.7934957146644592	0.725896	ACH-000006	PARTHENOLIDE
0.8815938830375671	0.894592	ACH-000006	MASITINIB
0.8132680654525757	0.719978	ACH-000006	ETOPOSIDE
0.6347303986549377	0.39873800000000004	ACH-000006	PANOBINOSTAT
0.9317798614501953	0.9555879999999999	ACH-000006	SAVOLITINIB
0.6083292365074158	0.206621	ACH-000006	QS-11
0.9346427917480469	0.922449	ACH-000006	MOTESANIB
0.9368862509727478	0.976382	ACH-000006	TOZASERTIB
0.9081557989120483	0.8184939999999999	ACH-000006	TAK-715
0.929553210735321	0.778057	ACH-000006	AZD8186
0.9065150022506714	0.9224	ACH-000006	ZIBOTENTAN
0.8985403180122375	0.788618	ACH-000006	DACTINOMYCIN
0.8952862024307251	0.8657819999999999	ACH-000006	UNC1215
0.4374096095561981	0.336323	ACH-000006	ARA-G
0.9199588894844055	0.898748	ACH-000006	GW-441756
0.9130024313926697	0.863032	ACH-000006	LCL-161
0.882576048374176	0.9614940000000001	ACH-000006	GSK1059615
0.9512338042259216	0.9922129999999999	ACH-000006	GW-843682X
0.7731517553329468	0.861648	ACH-000006	PILARALISIB
0.8407672643661499	0.78173	ACH-000006	QL-VIII-58
0.8969131708145142	0.737892	ACH-000006	VNLG/124
0.8948496580123901	0.680948	ACH-000006	NELARABINE
