y_pred	y_true	y_cell	y_drug
0.847430944442749	0.8464	ACH-000006	CRIZOTINIB
0.8423212766647339	0.669433	ACH-000006	GSK690693
0.8476195931434631	0.9007809999999999	ACH-000006	NVP-BEZ235
0.9685794711112976	0.977434	ACH-000006	PODOPHYLLOTOXIN
0.9300795197486877	0.979376	ACH-000006	SCH772984
0.9530801773071289	0.9500649999999999	ACH-000006	PICOLINICI-ACID
0.8796408176422119	0.758679	ACH-000006	DOCETAXEL
0.6759746074676514	0.622253	ACH-000006	ZSTK-474
0.6800397038459778	0.786729	ACH-000006	SORAFENIB
0.9418785572052002	0.8188310000000001	ACH-000006	CANERTINIB
0.4688652753829956	0.46576000000000006	ACH-000006	AZ960
0.9335641860961914	0.969292	ACH-000006	GSK591
0.7927207946777344	0.7444029999999999	ACH-000006	OBATOCLAX
0.5928640365600586	0.587823	ACH-000006	PFI-1
0.9128538966178894	0.8071189999999999	ACH-000006	TPCA-1
0.6832929849624634	0.55118	ACH-000006	CP466722
0.5903406739234924	0.649373	ACH-000006	NILOTINIB
0.7274746894836426	0.633933	ACH-000006	(5Z)-7-OXOZEAENOL
0.9519821405410767	0.943643	ACH-000006	SUNITINIB
0.6279752850532532	0.176396	ACH-000006	JW-7-24-1
0.9360769391059875	0.798329	ACH-000006	TOPOTECAN
0.865841805934906	0.8560620000000001	ACH-000006	PONATINIB
0.9687926173210144	0.969943	ACH-000006	PFI-3
0.9506939649581909	0.958657	ACH-000006	MIDOSTAURIN
0.9575707316398621	0.878677	ACH-000006	TENOVIN-6
0.9587098360061646	0.9711860000000001	ACH-000006	DAPORINAD
0.759442150592804	0.930733	ACH-000006	VENOTOCLAX
0.960055947303772	0.962793	ACH-000006	EHT-1864
0.8078934550285339	0.53361	ACH-000006	S-TRITYL-L-CYSTEINE
0.950858473777771	0.932659	ACH-000006	BVD-523
0.9570603966712952	0.869133	ACH-000006	SN-38
0.6833438873291016	0.651664	ACH-000006	TIPIFARNIB
0.5002738833427429	0.42308	ACH-000006	CETUXIMAB
0.9494819641113281	0.923566	ACH-000006	TANESPIMYCIN
0.6826088428497314	0.047242	ACH-000006	ABT-737
0.9510505795478821	0.9079450000000001	ACH-000006	CYCLOPAMINE
0.7388647198677063	0.8911	ACH-000006	TENIPOSIDE
0.9521041512489319	0.963533	ACH-000006	XAV-939
0.8704803586006165	0.70821	ACH-000006	AT-7519
0.9685769081115723	0.988167	ACH-000006	MPS-1-IN-1
0.7446253299713135	0.660181	ACH-000006	BMS-345541
0.9456806182861328	0.9602620000000001	ACH-000006	SB-525334
0.6198418140411377	0.28020100000000003	ACH-000006	KOBE2602
0.6771332025527954	0.602075	ACH-000006	CAP-232, TT-232, TLN-232
0.9574853181838989	0.981678	ACH-000006	ROSCOVITINE
0.452309250831604	0.389405	ACH-000006	JNJ-38877605
0.6392771005630493	0.46540600000000004	ACH-000006	EX-527
0.9504964351654053	0.9598760000000001	ACH-000006	QL-XII-47
0.8038142323493958	0.518748	ACH-000006	TEMSIROLIMUS
0.6104366779327393	0.406048	ACH-000006	KRAS (G12C) INHIBITOR-12
0.9646182656288147	0.975992	ACH-000006	TALAZOPARIB
0.8232566714286804	0.8067489999999999	ACH-000006	IRINOTECAN
0.9427191019058228	0.912041	ACH-000006	VORINOSTAT
0.9528294205665588	0.9754510000000001	ACH-000006	SALUBRINAL
0.8075526356697083	0.731089	ACH-000006	CYCLOPHOSPHAMIDE
0.9426805377006531	0.908597	ACH-000006	AR-42
0.9253171682357788	0.936582	ACH-000006	BI-2536
0.960452675819397	0.975943	ACH-000006	AZD3759
0.4904155135154724	0.677884	ACH-000006	FORETINIB
0.9645054936408997	0.979776	ACH-000006	SHIKONIN
0.9446420073509216	0.983549	ACH-000006	I-BET-762
0.830219030380249	0.725659	ACH-000006	BAM7
0.7588095664978027	0.725896	ACH-000006	PARTHENOLIDE
0.7805086970329285	0.894592	ACH-000006	MASITINIB
0.7620792984962463	0.719978	ACH-000006	ETOPOSIDE
0.6871532797813416	0.39873800000000004	ACH-000006	PANOBINOSTAT
0.9452237486839294	0.9555879999999999	ACH-000006	SAVOLITINIB
0.5819351077079773	0.206621	ACH-000006	QS-11
0.9299437999725342	0.922449	ACH-000006	MOTESANIB
0.9690064191818237	0.976382	ACH-000006	TOZASERTIB
0.9294414520263672	0.8184939999999999	ACH-000006	TAK-715
0.9275286793708801	0.778057	ACH-000006	AZD8186
0.9090983867645264	0.9224	ACH-000006	ZIBOTENTAN
0.9114391803741455	0.788618	ACH-000006	DACTINOMYCIN
0.8494002819061279	0.8657819999999999	ACH-000006	UNC1215
0.44037580490112305	0.336323	ACH-000006	ARA-G
0.9353862404823303	0.898748	ACH-000006	GW-441756
0.9134666323661804	0.863032	ACH-000006	LCL-161
0.9008496999740601	0.9614940000000001	ACH-000006	GSK1059615
0.964032769203186	0.9922129999999999	ACH-000006	GW-843682X
0.7850357890129089	0.861648	ACH-000006	PILARALISIB
0.7913370132446289	0.78173	ACH-000006	QL-VIII-58
0.8456102013587952	0.737892	ACH-000006	VNLG/124
0.8937698602676392	0.680948	ACH-000006	NELARABINE
0.8606727719306946	0.880601	ACH-000006	BMS-536924
0.7419976592063904	0.7210449999999999	ACH-000006	SB-216763
0.943116307258606	0.9605290000000001	ACH-000006	LEFLUNOMIDE
0.677482008934021	0.7463609999999999	ACH-000006	ENTINOSTAT
0.9668985605239868	0.9592370000000001	ACH-000006	AT7867
0.6411232352256775	0.266177	ACH-000006	TASELISIB
0.9605700969696045	0.920214	ACH-000006	WEHI-539
0.9451366662979126	0.935634	ACH-000006	LJI308
0.9517444968223572	0.9265959999999999	ACH-000006	APABETALONE
0.9565722346305847	0.295254	ACH-000006	BLEOMYCIN
0.9277448058128357	0.9366110000000001	ACH-000006	BAY-61-3606
0.9674736857414246	0.9604530000000001	ACH-000006	GSK269962
0.8271944522857666	0.765594	ACH-000006	DMOG
0.9436779618263245	0.89684	ACH-000006	C-75
0.8300783634185791	0.4792939999999999	ACH-000006	HG-5-113-01
0.7902325391769409	0.870064	ACH-000006	AS605240
0.8728864192962646	0.664805	ACH-000006	APITOLISIB
0.8992117047309875	0.9759469999999999	ACH-000006	YM-155
0.9689686894416809	0.984841	ACH-000006	OTX015
0.814437747001648	0.6127060000000001	ACH-000006	JNK INHIBITOR VIII
0.4193271994590759	0.2194739999999999	ACH-000006	YM-201636
0.6648666858673096	0.542986	ACH-000006	IDELALISIB
0.8328496217727661	0.574685	ACH-000006	RIBOCICLIB
0.8979043364524841	0.726163	ACH-000006	APR-246
0.9655025005340576	0.9782350000000001	ACH-000006	TRAMETINIB
