y_pred	y_true	y_cell	y_drug
0.8507657647132874	0.8464	ACH-000006	CRIZOTINIB
0.8215407729148865	0.669433	ACH-000006	GSK690693
0.861001193523407	0.9007809999999999	ACH-000006	NVP-BEZ235
0.9632298946380615	0.977434	ACH-000006	PODOPHYLLOTOXIN
0.9662853479385376	0.979376	ACH-000006	SCH772984
0.961780846118927	0.9500649999999999	ACH-000006	PICOLINICI-ACID
0.9554803967475891	0.758679	ACH-000006	DOCETAXEL
0.6967223286628723	0.622253	ACH-000006	ZSTK-474
0.7996476888656616	0.786729	ACH-000006	SORAFENIB
0.9430783987045288	0.8188310000000001	ACH-000006	CANERTINIB
0.49212074279785156	0.46576000000000006	ACH-000006	AZ960
0.9546680450439453	0.969292	ACH-000006	GSK591
0.8549222946166992	0.7444029999999999	ACH-000006	OBATOCLAX
0.5862158536911011	0.587823	ACH-000006	PFI-1
0.9373162388801575	0.8071189999999999	ACH-000006	TPCA-1
0.7599651217460632	0.55118	ACH-000006	CP466722
0.6096376776695251	0.649373	ACH-000006	NILOTINIB
0.7991815805435181	0.633933	ACH-000006	(5Z)-7-OXOZEAENOL
0.9934973120689392	0.943643	ACH-000006	SUNITINIB
0.6660289168357849	0.176396	ACH-000006	JW-7-24-1
0.9645640850067139	0.798329	ACH-000006	TOPOTECAN
0.8628764152526855	0.8560620000000001	ACH-000006	PONATINIB
0.9734883904457092	0.969943	ACH-000006	PFI-3
0.953905463218689	0.958657	ACH-000006	MIDOSTAURIN
0.9714099764823914	0.878677	ACH-000006	TENOVIN-6
0.9700584411621094	0.9711860000000001	ACH-000006	DAPORINAD
0.985948920249939	0.930733	ACH-000006	VENOTOCLAX
0.9922011494636536	0.962793	ACH-000006	EHT-1864
0.8983666300773621	0.53361	ACH-000006	S-TRITYL-L-CYSTEINE
1.0015062093734741	0.932659	ACH-000006	BVD-523
0.9577860236167908	0.869133	ACH-000006	SN-38
0.6532757878303528	0.651664	ACH-000006	TIPIFARNIB
0.5391917824745178	0.42308	ACH-000006	CETUXIMAB
1.0042624473571777	0.923566	ACH-000006	TANESPIMYCIN
0.727657675743103	0.047242	ACH-000006	ABT-737
0.9729780554771423	0.9079450000000001	ACH-000006	CYCLOPAMINE
0.7851656079292297	0.8911	ACH-000006	TENIPOSIDE
0.9828023910522461	0.963533	ACH-000006	XAV-939
0.9055671691894531	0.70821	ACH-000006	AT-7519
0.9994637966156006	0.988167	ACH-000006	MPS-1-IN-1
0.7952125072479248	0.660181	ACH-000006	BMS-345541
0.9934098720550537	0.9602620000000001	ACH-000006	SB-525334
0.5533507466316223	0.28020100000000003	ACH-000006	KOBE2602
0.6670605540275574	0.602075	ACH-000006	CAP-232, TT-232, TLN-232
0.9661458134651184	0.981678	ACH-000006	ROSCOVITINE
0.3585856854915619	0.389405	ACH-000006	JNJ-38877605
0.8635494709014893	0.46540600000000004	ACH-000006	EX-527
0.9471003413200378	0.9598760000000001	ACH-000006	QL-XII-47
0.8214383125305176	0.518748	ACH-000006	TEMSIROLIMUS
0.6752826571464539	0.406048	ACH-000006	KRAS (G12C) INHIBITOR-12
0.9769929647445679	0.975992	ACH-000006	TALAZOPARIB
0.9040396213531494	0.8067489999999999	ACH-000006	IRINOTECAN
0.9659660458564758	0.912041	ACH-000006	VORINOSTAT
0.965088427066803	0.9754510000000001	ACH-000006	SALUBRINAL
0.8766342997550964	0.731089	ACH-000006	CYCLOPHOSPHAMIDE
0.9389086961746216	0.908597	ACH-000006	AR-42
0.9389199614524841	0.936582	ACH-000006	BI-2536
0.9437699913978577	0.975943	ACH-000006	AZD3759
0.5392587184906006	0.677884	ACH-000006	FORETINIB
1.0139975547790527	0.979776	ACH-000006	SHIKONIN
0.948298454284668	0.983549	ACH-000006	I-BET-762
0.8972446322441101	0.725659	ACH-000006	BAM7
0.8180822134017944	0.725896	ACH-000006	PARTHENOLIDE
0.8659653067588806	0.894592	ACH-000006	MASITINIB
0.8567609190940857	0.719978	ACH-000006	ETOPOSIDE
0.6814459562301636	0.39873800000000004	ACH-000006	PANOBINOSTAT
0.9493423104286194	0.9555879999999999	ACH-000006	SAVOLITINIB
0.6939861178398132	0.206621	ACH-000006	QS-11
0.9483511447906494	0.922449	ACH-000006	MOTESANIB
0.970727801322937	0.976382	ACH-000006	TOZASERTIB
